url,name,header,rating_n_reviews,price,superhost,ciudad
/rooms/1051468498297341979?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-05&check_out=2024-02-10&source_impression_id=p3_1705000523_AjGY1XQb7PKGNDPZ&previous_page_section_name=1000&federated_search_id=e6c6f086-d4a6-4cd6-839b-b66a2b056922,Vivienda en València,Estudio cerca de la playa,"4,0 (3)",50 € por noche,Anfitrión particular,Valencia
/rooms/6873422?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-22&check_out=2024-01-27&source_impression_id=p3_1705000523_NofghNCz7u22ecLI&previous_page_section_name=1000&federated_search_id=e6c6f086-d4a6-4cd6-839b-b66a2b056922,Loft en Valencia,loft en pleno centro de valencia,"4,81 (279)",87 € por noche,Anfitrión particular,Valencia
/rooms/53132652?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-11&check_out=2024-01-16&source_impression_id=p3_1705000523_ybJpcQ6fsZa%2B3UVj&previous_page_section_name=1000&federated_search_id=e6c6f086-d4a6-4cd6-839b-b66a2b056922,Loft en València,acogedor loft con gran terraza,"4,92 (128)","132 € por noche, inicialmente 147 €",Anfitrión particular,Valencia
/rooms/1019461655630012803?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-05&check_out=2024-02-10&source_impression_id=p3_1705000523_TgrppzCvMZfnc%2F0p&previous_page_section_name=1000&federated_search_id=e6c6f086-d4a6-4cd6-839b-b66a2b056922,Apartamento en València,Apartamento exclusivo con terraza privada de 20m2,"5,0 (11)",115 € por noche,Anfitrión particular,Valencia
/rooms/15860059?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-06-02&check_out=2024-06-07&source_impression_id=p3_1705000523_sPwXJvKZPVUqfdvE&previous_page_section_name=1000&federated_search_id=e6c6f086-d4a6-4cd6-839b-b66a2b056922,Apartamento en Valencia,Centro Valencia/ plaza reina-Ayuntamiento-Netflix,"4,66 (377)",106 € por noche,Anfitrión particular,Valencia
/rooms/13159472?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-01&check_out=2024-02-06&source_impression_id=p3_1705000524_w4S3y9rcSAnewdRw&previous_page_section_name=1000&federated_search_id=9f62de9e-ef51-4d5b-9bdc-096fe4e7cfc2,Apto. residencial en Alboraia,"Apto con piscina playa Patacona , Valencia","4,81 (134)",92 € por noche,Anfitrión particular,Valencia
/rooms/844723418720359153?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1705000524_jKUiDe%2FW3uQ1w%2BOS&previous_page_section_name=1000&federated_search_id=9f62de9e-ef51-4d5b-9bdc-096fe4e7cfc2,Apartamento en València,Loft Lagom con terraza centrico,"4,91 (44)","83 € por noche, inicialmente 119 €",Anfitrión particular,Valencia
/rooms/739637712522909107?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-05-11&check_out=2024-05-16&source_impression_id=p3_1705000524_iiw3h9UIQhmLGT3C&previous_page_section_name=1000&federated_search_id=9f62de9e-ef51-4d5b-9bdc-096fe4e7cfc2,Apartamento en València,Lujoso hogar a un 1 minuto del Jardín del Turia.,"4,91 (100)",89 € por noche,Anfitrión profesional,Valencia
/rooms/19420665?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-12&check_out=2024-01-17&source_impression_id=p3_1705000524_vah7y1xvGvS5kppx&previous_page_section_name=1000&federated_search_id=9f62de9e-ef51-4d5b-9bdc-096fe4e7cfc2,Apto. residencial en València,Casa Progreso/ Casa junto al mar,"4,93 (237)",113 € por noche,Anfitrión particular,Valencia
/rooms/889236537586336143?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-21&check_out=2024-01-26&source_impression_id=p3_1705000524_utN7jyCTC2wN74Cg&previous_page_section_name=1000&federated_search_id=9f62de9e-ef51-4d5b-9bdc-096fe4e7cfc2,Apartamento en València,Bombon Apartamento,"4,59 (17)","65 € por noche, inicialmente 73 €",Anfitrión profesional,Valencia
/rooms/680867602535960387?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-12&check_out=2024-01-17&source_impression_id=p3_1705000524_cmI9snwPlTnv9uUF&previous_page_section_name=1000&federated_search_id=9f62de9e-ef51-4d5b-9bdc-096fe4e7cfc2,Apartamento en València,"Piso en pleno Centro con Wifi, AC y Roof Terrace","4,67 (51)","82 € por noche, inicialmente 105 €",Anfitrión particular,Valencia
/rooms/20845899?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-03-10&check_out=2024-03-15&source_impression_id=p3_1705000524_H0oKvCzGzvvlBsFd&previous_page_section_name=1000&federated_search_id=9f62de9e-ef51-4d5b-9bdc-096fe4e7cfc2,Loft en València,2B CASUAL-CHIC STUDIO EN EL CENTRO HISTORICO,"4,7 (307)","78 € por noche, inicialmente 100 €",Anfitrión particular,Valencia
/rooms/1016666190086921894?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-31&check_out=2024-02-05&source_impression_id=p3_1705000524_7DilJ5Sn903UQrAb&previous_page_section_name=1000&federated_search_id=9f62de9e-ef51-4d5b-9bdc-096fe4e7cfc2,Apartamento en València,Escapada artística moderna: nómadas y parejas digitales,"4,89 (9)",97 € por noche,Anfitrión profesional,Valencia
/rooms/958307991880594669?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-12&check_out=2024-01-17&source_impression_id=p3_1705000524_0SStuyXKiqhID9mt&previous_page_section_name=1000&federated_search_id=9f62de9e-ef51-4d5b-9bdc-096fe4e7cfc2,Apartamento en Paterna,Ático loft en molino antiguo,"5,0 (11)","88 € por noche, inicialmente 104 €",Anfitrión profesional,Valencia
/rooms/30849872?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1705000524_3POGH3uW1On03Zhc&previous_page_section_name=1000&federated_search_id=9f62de9e-ef51-4d5b-9bdc-096fe4e7cfc2,Vivienda en València,""" Casa Marinera""  VT-46496-V","4,57 (184)","73 € por noche, inicialmente 86 €",Anfitrión particular,Valencia
/rooms/888223762492452913?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-11&check_out=2024-01-16&source_impression_id=p3_1705000524_ZiwGLhrLfFycTUVC&previous_page_section_name=1000&federated_search_id=9f62de9e-ef51-4d5b-9bdc-096fe4e7cfc2,Apartamento en València,Apartamento pequeño para 2 personas en el centro histórico,"4,58 (33)","68 € por noche, inicialmente 74 €",Anfitrión particular,Valencia
/rooms/977268157726895859?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-12&check_out=2024-01-17&source_impression_id=p3_1705000524_%2FwaXtw0LabzQDy5e&previous_page_section_name=1000&federated_search_id=9f62de9e-ef51-4d5b-9bdc-096fe4e7cfc2,Apartamento en València,Atico con vistas terraza y parking incluido,"4,92 (12)",121 € por noche,Anfitrión particular,Valencia
/rooms/23071150?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1705000524_37ashMI6UvECSLej&previous_page_section_name=1000&federated_search_id=9f62de9e-ef51-4d5b-9bdc-096fe4e7cfc2,Loft en València,"Acogedor piso en Valencia, para 2px. WIFI.","4,8 (173)","58 € por noche, inicialmente 80 €",Anfitrión particular,Valencia
/rooms/23744119?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-21&check_out=2024-01-26&source_impression_id=p3_1705000524_tH9T2DHG7oZ3a3%2Fm&previous_page_section_name=1000&federated_search_id=9f62de9e-ef51-4d5b-9bdc-096fe4e7cfc2,Apartamento en Valencia,MAGNIFICO PISO ZONA CENTRO,"4,58 (170)",60 € por noche,Anfitrión particular,Valencia
/rooms/26762013?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-15&check_out=2024-01-20&source_impression_id=p3_1705000524_8X0A0xE3wJdcEACg&previous_page_section_name=1000&federated_search_id=9f62de9e-ef51-4d5b-9bdc-096fe4e7cfc2,Apartamento en Alboraia,"APARTAMENTO DE PLAYA CON PISCINA, TODOS LOS SERVICIOS, VALENCIA","4,92 (161)","111 € por noche, inicialmente 122 €",Anfitrión particular,Valencia
/rooms/937390840071900693?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-13&check_out=2024-01-18&source_impression_id=p3_1705000524_MwzddpeQI%2B8K5BML&previous_page_section_name=1000&federated_search_id=9f62de9e-ef51-4d5b-9bdc-096fe4e7cfc2,Villa en Valencia,Villa Gadea - Casa de Campo- Chalet con Piscina.,"4,75 (16)",133 € por noche,Anfitrión particular,Valencia
/rooms/27014310?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-28&check_out=2024-02-02&source_impression_id=p3_1705000524_HaXhn2lrKfRRrpOm&previous_page_section_name=1000&federated_search_id=9f62de9e-ef51-4d5b-9bdc-096fe4e7cfc2,Hotel boutique en València,BÚHO HOUSE SUITE SUPERIOR,"4,54 (237)",60 € por noche,Anfitrión profesional,Valencia
/rooms/5592556?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-20&check_out=2024-01-25&source_impression_id=p3_1705000524_RsagXLWoigEo9TMS&previous_page_section_name=1000&federated_search_id=9f62de9e-ef51-4d5b-9bdc-096fe4e7cfc2,Apartamento en València,Increíble centro de diseño de lujo,"4,89 (331)","127 € por noche, inicialmente 144 €",Anfitrión particular,Valencia
/rooms/20845899?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-03-10&check_out=2024-03-15&source_impression_id=p3_1705000525_kuvJ2S7VL%2FwTCPO4&previous_page_section_name=1000&federated_search_id=14f305aa-fd8b-4be5-b69d-3ed786f7a019,Loft en València,2B CASUAL-CHIC STUDIO EN EL CENTRO HISTORICO,"4,7 (307)","78 € por noche, inicialmente 100 €",Anfitrión particular,Valencia
/rooms/958307991880594669?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-12&check_out=2024-01-17&source_impression_id=p3_1705000525_HpillHNL%2BAYC3twp&previous_page_section_name=1000&federated_search_id=14f305aa-fd8b-4be5-b69d-3ed786f7a019,Apartamento en Paterna,Ático loft en molino antiguo,"5,0 (11)","88 € por noche, inicialmente 104 €",Anfitrión profesional,Valencia
/rooms/30849872?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1705000525_%2F2UDafQvAcPWOk2T&previous_page_section_name=1000&federated_search_id=14f305aa-fd8b-4be5-b69d-3ed786f7a019,Vivienda en València,""" Casa Marinera""  VT-46496-V","4,57 (184)","73 € por noche, inicialmente 86 €",Anfitrión particular,Valencia
/rooms/665116985731061045?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-13&check_out=2024-01-18&source_impression_id=p3_1705000525_cYe%2FK3eY5veM42Xg&previous_page_section_name=1000&federated_search_id=14f305aa-fd8b-4be5-b69d-3ed786f7a019,Apto. residencial en València,Precioso Apartamento en la Playa de la Malvarosa,"4,85 (53)","66 € por noche, inicialmente 75 €",Anfitrión particular,Valencia
/rooms/27020422?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-03-29&check_out=2024-04-03&source_impression_id=p3_1705000525_E5bitfzMOJ9FAAg5&previous_page_section_name=1000&federated_search_id=14f305aa-fd8b-4be5-b69d-3ed786f7a019,Hostal en València,BÚHO HOUSE HABITACION INDIVIDUAL,"4,79 (340)",32 € por noche,Anfitrión profesional,Valencia
/rooms/888223762492452913?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-11&check_out=2024-01-16&source_impression_id=p3_1705000525_TZUA9iFKdcc7bkeM&previous_page_section_name=1000&federated_search_id=14f305aa-fd8b-4be5-b69d-3ed786f7a019,Apartamento en València,Apartamento pequeño para 2 personas en el centro histórico,"4,58 (33)","68 € por noche, inicialmente 74 €",Anfitrión particular,Valencia
/rooms/977268157726895859?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-12&check_out=2024-01-17&source_impression_id=p3_1705000525_RLTM%2F168R1QPQPoi&previous_page_section_name=1000&federated_search_id=14f305aa-fd8b-4be5-b69d-3ed786f7a019,Apartamento en València,Atico con vistas terraza y parking incluido,"4,92 (12)",121 € por noche,Anfitrión particular,Valencia
/rooms/23071150?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1705000525_eHFBFH9vTnbtDC4f&previous_page_section_name=1000&federated_search_id=14f305aa-fd8b-4be5-b69d-3ed786f7a019,Loft en València,"Acogedor piso en Valencia, para 2px. WIFI.","4,8 (173)","58 € por noche, inicialmente 80 €",Anfitrión particular,Valencia
/rooms/23744119?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-21&check_out=2024-01-26&source_impression_id=p3_1705000525_RSPb27QiDKoLvTpO&previous_page_section_name=1000&federated_search_id=14f305aa-fd8b-4be5-b69d-3ed786f7a019,Apartamento en Valencia,MAGNIFICO PISO ZONA CENTRO,"4,58 (170)",60 € por noche,Anfitrión particular,Valencia
/rooms/26762013?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-15&check_out=2024-01-20&source_impression_id=p3_1705000526_EUEDrmiv7msJE1id&previous_page_section_name=1000&federated_search_id=14f305aa-fd8b-4be5-b69d-3ed786f7a019,Apartamento en Alboraia,"APARTAMENTO DE PLAYA CON PISCINA, TODOS LOS SERVICIOS, VALENCIA","4,92 (161)","111 € por noche, inicialmente 122 €",Anfitrión particular,Valencia
/rooms/937390840071900693?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-13&check_out=2024-01-18&source_impression_id=p3_1705000526_CERy1MzM%2BVRDPo0s&previous_page_section_name=1000&federated_search_id=14f305aa-fd8b-4be5-b69d-3ed786f7a019,Villa en Valencia,Villa Gadea - Casa de Campo- Chalet con Piscina.,"4,75 (16)",133 € por noche,Anfitrión particular,Valencia
/rooms/5592556?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-20&check_out=2024-01-25&source_impression_id=p3_1705000526_EujpOSQ0OFn9PsEd&previous_page_section_name=1000&federated_search_id=14f305aa-fd8b-4be5-b69d-3ed786f7a019,Apartamento en València,Increíble centro de diseño de lujo,"4,89 (331)","127 € por noche, inicialmente 144 €",Anfitrión particular,Valencia
/rooms/10354931?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-29&check_out=2024-02-03&source_impression_id=p3_1705000526_MxL3vy9djQav4UeC&previous_page_section_name=1000&federated_search_id=14f305aa-fd8b-4be5-b69d-3ed786f7a019,Apartamento en València,FANTÁSTICO ENTRE CITY&BEACH WIFI VT-41134-V,"4,78 (293)","67 € por noche, inicialmente 89 €",Anfitrión particular,Valencia
/rooms/827418151855702192?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-06-03&check_out=2024-06-08&source_impression_id=p3_1705000526_FwucxEfShAx4zUD5&previous_page_section_name=1000&federated_search_id=14f305aa-fd8b-4be5-b69d-3ed786f7a019,Apartamento en València,Lujosa vivienda en Valencia,"4,9 (72)",346 € por noche,Anfitrión profesional,Valencia
/rooms/1010787684999656255?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-13&check_out=2024-01-18&source_impression_id=p3_1705000526_tIdUAW81JYNmwKgy&previous_page_section_name=1000&federated_search_id=14f305aa-fd8b-4be5-b69d-3ed786f7a019,Apartamento en València,Loft reformado y soleado junto al Mercado Central,"5,0 (4)","85 € por noche, inicialmente 128 €",Anfitrión profesional,Valencia
/rooms/46846707?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-28&check_out=2024-02-02&source_impression_id=p3_1705000526_k4GtoWJz1G0n2bro&previous_page_section_name=1000&federated_search_id=14f305aa-fd8b-4be5-b69d-3ed786f7a019,Apartamento en València,Estudio Cálido y Acogedor en el Botanico NETFLIX,"4,87 (220)",95 € por noche,Anfitrión particular,Valencia
/rooms/38739442?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-11&check_out=2024-01-16&source_impression_id=p3_1705000526_OZOG6T9GvZFuGrZT&previous_page_section_name=1000&federated_search_id=14f305aa-fd8b-4be5-b69d-3ed786f7a019,Apto. residencial en Alboraia,Apartamento completo en Playa de Patacona Valencia,"4,73 (120)","100 € por noche, inicialmente 114 €",Anfitrión particular,Valencia
/rooms/49972675?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-17&check_out=2024-01-22&source_impression_id=p3_1705000526_q51r325HVDGrCpLs&previous_page_section_name=1000&federated_search_id=14f305aa-fd8b-4be5-b69d-3ed786f7a019,Casa de invitados en El Puig de Santa Maria,Chalet Mamalú. Acceso directo playa puig.,"4,89 (83)","153 € por noche, inicialmente 182 €",Anfitrión particular,Valencia
/rooms/23875277?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1705000527_8lakM8TmxL0rSK7n&previous_page_section_name=1000&federated_search_id=9a758f06-3c45-4230-8483-1b61938b1ba8,Loft en València,Apt/119_Loft en el centro de Valencia.,"4,72 (173)","61 € por noche, inicialmente 118 €",Anfitrión particular,Valencia
/rooms/681925?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-04-24&check_out=2024-04-29&source_impression_id=p3_1705000527_kSjot9ST6afXJ%2FzO&previous_page_section_name=1000&federated_search_id=9a758f06-3c45-4230-8483-1b61938b1ba8,Loft en Valencia,"Centrico, increibles vistas, terraza soleada,wifi","4,88 (825)",166 € por noche,Anfitrión particular,Valencia
